sample_idx,seed,strategy,ok,error,completion_rate,overall_on_time_rate,conditional_on_time_rate,blocked_sec,makespan,mean_tardy_over_completed_sec,mean_tardy_over_late_sec
747,747,OPTIMIZED,1,,0.61929,0.58619,0.94656,,424797.25,4486.11,83945.2
748,748,EDD,1,,0.56786,0.50452,0.88847,,419133.02,18982.03,170196.06
748,748,COLOR_GROUP,1,,0.56786,0.50524,0.88973,,419133.02,18905.04,171439.26
748,748,LOAD_BALANCE,1,,0.56786,0.50452,0.88847,,419133.02,18962.04,170016.78
748,748,OPTIMIZED,1,,0.61214,0.57929,0.94632,,419245.97,4481.75,83496.94
749,749,EDD,1,,0.5731,0.51381,0.89655,,424759.66,19312.08,186683.45
749,749,COLOR_GROUP,1,,0.5731,0.51405,0.89697,,424759.66,19284.31,187166.65
749,749,LOAD_BALANCE,1,,0.5731,0.51381,0.89655,,424759.66,19310.42,186667.41
749,749,OPTIMIZED,1,,0.62429,0.59262,0.94928,,424798.61,4574.68,90186.61
750,750,EDD,1,,0.58,0.51524,0.88834,3887.93,424728.95,21039.2,188424.6
750,750,COLOR_GROUP,1,,0.58,0.51524,0.88834,13348.91,424728.95,19669.11,176154.24
750,750,LOAD_BALANCE,1,,0.58,0.51524,0.88834,3147.56,424728.95,20838.84,186630.21
750,750,OPTIMIZED,1,,0.62738,0.59476,0.94801,2023.16,424793.97,4482.8,86220.18
751,751,EDD,1,,0.57881,0.51429,0.88852,,424718.72,19764.55,177297.46
751,751,COLOR_GROUP,1,,0.57881,0.51429,0.88852,,424718.72,19751.62,177181.5
751,751,LOAD_BALANCE,1,,0.57881,0.51429,0.88852,,424718.72,19668.52,176436.1
751,751,OPTIMIZED,1,,0.62762,0.59476,0.94765,,424793.74,4355.0,83186.87
752,752,EDD,1,,0.57643,0.51524,0.89385,,424742.42,18658.52,175767.58
752,752,COLOR_GROUP,1,,0.57643,0.51524,0.89385,,424742.42,18646.53,175654.63
752,752,LOAD_BALANCE,1,,0.57643,0.51524,0.89385,,424742.42,18641.74,175609.59
752,752,OPTIMIZED,1,,0.6269,0.59571,0.95025,,424795.48,4052.0,81442.15
753,753,EDD,1,,0.57619,0.51429,0.89256,,424721.48,18798.85,174973.91
753,753,COLOR_GROUP,1,,0.57619,0.51429,0.89256,,424721.48,18796.08,174948.12
753,753,LOAD_BALANCE,1,,0.57619,0.51429,0.89256,,424721.48,18798.52,174970.83
753,753,OPTIMIZED,1,,0.62762,0.59452,0.94727,,424748.23,4423.25,83882.66
754,754,EDD,1,,0.56952,0.50952,0.89465,902.18,424660.48,18277.07,173487.15
754,754,COLOR_GROUP,1,,0.57095,0.51452,0.90117,,424636.01,17029.56,172307.53
754,754,LOAD_BALANCE,1,,0.56952,0.50952,0.89465,902.18,424660.48,18172.05,172490.25
754,754,OPTIMIZED,1,,0.62286,0.59429,0.95413,,424788.09,4238.69,92403.45
755,755,EDD,1,,0.5769,0.51381,0.89063,,424747.51,19418.22,177548.45
755,755,COLOR_GROUP,1,,0.5769,0.51381,0.89063,,424747.51,19196.48,175521.03
755,755,LOAD_BALANCE,1,,0.5769,0.51381,0.89063,,424747.51,19385.7,177251.09
755,755,OPTIMIZED,1,,0.62833,0.59524,0.94733,,424797.69,4317.78,81975.65
756,756,EDD,1,,0.54905,0.50167,0.9137,,424762.66,11817.51,136940.65
756,756,COLOR_GROUP,1,,0.54929,0.5019,0.91374,,424742.71,11811.22,136927.1
756,756,LOAD_BALANCE,1,,0.54905,0.50167,0.9137,,424762.66,11814.59,136906.74
756,756,OPTIMIZED,1,,0.59405,0.57071,0.96072,,424794.8,2447.33,62306.92
757,757,EDD,1,,0.57595,0.51524,0.89458,,424713.87,18181.17,172471.58
757,757,COLOR_GROUP,1,,0.57595,0.51524,0.89458,,424713.87,18130.38,171989.74
757,757,LOAD_BALANCE,1,,0.57595,0.51524,0.89458,,424713.87,18146.94,172146.9
757,757,OPTIMIZED,1,,0.62524,0.59476,0.95126,,424753.5,3897.76,79964.94
758,758,EDD,1,,0.57119,0.51524,0.90204,,424649.88,17652.54,180206.12
758,758,COLOR_GROUP,1,,0.57119,0.51524,0.90204,,424649.88,17559.96,179261.07
758,758,LOAD_BALANCE,1,,0.57119,0.51524,0.90204,,424649.88,17644.84,180127.49
758,758,OPTIMIZED,1,,0.62429,0.59214,0.94851,,424742.78,4175.91,81105.36
759,759,EDD,1,,0.57881,0.51452,0.88893,,424658.12,21123.19,190186.96
759,759,COLOR_GROUP,1,,0.57881,0.51452,0.88893,,424658.12,19770.72,178009.72
759,759,LOAD_BALANCE,1,,0.57881,0.51452,0.88893,,424658.12,21052.3,189548.68
759,759,OPTIMIZED,1,,0.62738,0.59452,0.94763,,424749.31,4512.84,86169.12
760,760,EDD,1,,0.57619,0.51571,0.89504,,424744.68,17319.0,165007.82
760,760,COLOR_GROUP,1,,0.58048,0.51595,0.88884,,424728.65,18800.9,169138.69
760,760,LOAD_BALANCE,1,,0.57619,0.51571,0.89504,,424744.68,17307.92,164902.23
760,760,OPTIMIZED,1,,0.62905,0.59595,0.94739,,424774.44,4234.11,80478.62
761,761,EDD,1,,0.57333,0.515,0.89826,,424746.23,18411.84,180962.04
761,761,COLOR_GROUP,1,,0.57333,0.51571,0.8995,,424746.23,17996.03,179067.98
761,761,LOAD_BALANCE,1,,0.57333,0.515,0.89826,,424746.23,18402.33,180868.6
761,761,OPTIMIZED,1,,0.62619,0.59429,0.94905,,424782.39,4368.84,85746.56
762,762,EDD,1,,0.55929,0.51524,0.92124,7938.73,424690.76,12342.0,156710.1
762,762,COLOR_GROUP,1,,0.56881,0.51524,0.90582,4879.92,424799.33,15656.23,166234.36
762,762,LOAD_BALANCE,1,,0.55929,0.51524,0.92124,7938.73,424690.76,12310.82,156314.15
762,762,OPTIMIZED,1,,0.62357,0.59095,0.94769,5132.31,424740.19,4291.84,82046.24
763,763,EDD,1,,0.565,0.515,0.9115,,424676.49,14943.52,168861.83
763,763,COLOR_GROUP,1,,0.565,0.515,0.9115,,424676.49,14945.46,168883.73
763,763,LOAD_BALANCE,1,,0.565,0.515,0.9115,,424676.49,14940.58,168828.56
763,763,OPTIMIZED,1,,0.61595,0.59119,0.9598,,424796.21,2973.87,73974.96
764,764,EDD,1,,0.57786,0.51548,0.89205,,424653.77,18702.75,173250.32
764,764,COLOR_GROUP,1,,0.57786,0.51548,0.89205,,424653.77,18675.68,172999.48
764,764,LOAD_BALANCE,1,,0.57786,0.51548,0.89205,,424653.77,18695.56,173183.68
764,764,OPTIMIZED,1,,0.6269,0.59333,0.94645,,424798.23,4583.71,85595.08
765,765,EDD,1,,0.57071,0.50595,0.88652,551.74,424603.31,19275.66,169866.76
765,765,COLOR_GROUP,1,,0.57762,0.51262,0.88747,440.02,424722.1,20247.44,179927.84
765,765,LOAD_BALANCE,1,,0.57071,0.50595,0.88652,551.74,424603.31,19240.26,169554.75
765,765,OPTIMIZED,1,,0.62714,0.59262,0.94495,559.01,424746.99,4650.54,84479.54
766,766,EDD,1,,0.57833,0.51381,0.88843,,424650.27,19285.37,172856.66
766,766,COLOR_GROUP,1,,0.57833,0.51381,0.88843,,424650.27,19278.36,172793.86
766,766,LOAD_BALANCE,1,,0.57833,0.51381,0.88843,,424650.27,19282.53,172831.27
766,766,OPTIMIZED,1,,0.62833,0.59429,0.94581,,424778.27,4477.64,82632.89
767,767,EDD,1,,0.58024,0.51405,0.88593,,424725.41,20585.48,180456.15
767,767,COLOR_GROUP,1,,0.58024,0.51405,0.88593,,424725.41,20497.53,179685.17
767,767,LOAD_BALANCE,1,,0.58024,0.51405,0.88593,,424725.41,20541.97,180074.75
767,767,OPTIMIZED,1,,0.62762,0.59357,0.94575,,424771.06,4639.81,85528.22
768,768,EDD,1,,0.57714,0.51405,0.89068,,424715.84,19567.22,178984.65
768,768,COLOR_GROUP,1,,0.57714,0.51405,0.89068,,424715.84,19220.77,175815.62
768,768,LOAD_BALANCE,1,,0.57714,0.51405,0.89068,,424715.84,19512.95,178488.24
768,768,OPTIMIZED,1,,0.62762,0.59381,0.94613,,424747.21,4518.77,83883.74
769,769,EDD,1,,0.56762,0.51429,0.90604,2960.1,424785.42,16847.81,179308.79
769,769,COLOR_GROUP,1,,0.56952,0.51452,0.90343,2667.09,424641.44,17187.43,177975.51
769,769,LOAD_BALANCE,1,,0.56762,0.51429,0.90604,2960.1,424785.42,16776.22,178546.89
769,769,OPTIMIZED,1,,0.62429,0.59286,0.94966,3071.42,424740.12,4421.73,87831.62
770,770,EDD,1,,0.58071,0.51476,0.88643,,424615.38,20159.24,177503.24
770,770,COLOR_GROUP,1,,0.58071,0.51476,0.88643,,424615.38,20153.45,177452.18
770,770,LOAD_BALANCE,1,,0.58071,0.51476,0.88643,,424615.38,20158.65,177498.01
770,770,OPTIMIZED,1,,0.62857,0.59452,0.94583,,424758.76,4420.65,81611.92
771,771,EDD,1,,0.56738,0.51333,0.90474,,424787.52,18579.71,195046.0
771,771,COLOR_GROUP,1,,0.56738,0.51333,0.90474,,424787.52,18565.58,194897.67
771,771,LOAD_BALANCE,1,,0.56738,0.51333,0.90474,,424787.52,18521.35,194433.4
771,771,OPTIMIZED,1,,0.61952,0.59262,0.95657,,424762.94,5212.31,120021.51
772,772,EDD,1,,0.57595,0.51333,0.89128,,424711.08,19411.23,178538.99
772,772,COLOR_GROUP,1,,0.57595,0.51333,0.89128,,424711.08,19395.18,178391.41
772,772,LOAD_BALANCE,1,,0.57595,0.51333,0.89128,,424711.08,19401.41,178448.67
772,772,OPTIMIZED,1,,0.62833,0.595,0.94695,,424786.78,4327.55,81574.23
773,773,EDD,1,,0.58167,0.51524,0.8858,,424604.21,20004.32,175163.31
773,773,COLOR_GROUP,1,,0.58167,0.51524,0.8858,,424604.21,19944.53,174639.76
773,773,LOAD_BALANCE,1,,0.58167,0.51524,0.8858,,424604.21,19994.69,175078.96
773,773,OPTIMIZED,1,,0.62738,0.595,0.94839,,424754.05,4325.83,83812.95
774,774,EDD,1,,0.57333,0.51405,0.89659,2191.21,424637.1,17677.52,170953.66
774,774,COLOR_GROUP,1,,0.57595,0.51429,0.89293,1819.03,424775.85,18569.23,173432.27
774,774,LOAD_BALANCE,1,,0.57333,0.51405,0.89659,2191.21,424637.1,17649.2,170679.81
774,774,OPTIMIZED,1,,0.62762,0.59429,0.94689,1577.45,424761.36,4261.57,80239.19
775,775,EDD,1,,0.57881,0.51405,0.88811,,424628.97,20314.97,181565.03
775,775,COLOR_GROUP,1,,0.57881,0.51405,0.88811,,424628.97,19780.85,176791.31
775,775,LOAD_BALANCE,1,,0.57881,0.51405,0.88811,,424628.97,20232.87,180831.31
775,775,OPTIMIZED,1,,0.62738,0.59333,0.94573,,424761.09,4612.33,84989.37
776,776,EDD,1,,0.57786,0.51452,0.8904,,424684.1,19026.32,173597.26
776,776,COLOR_GROUP,1,,0.57786,0.51452,0.8904,,424684.1,19001.93,173374.72
776,776,LOAD_BALANCE,1,,0.57786,0.51452,0.8904,,424684.1,19003.85,173392.25
776,776,OPTIMIZED,1,,0.62833,0.59571,0.94809,,424767.19,4335.14,83506.83
777,777,EDD,1,,0.58214,0.515,0.88466,,424717.47,20045.62,173799.78
777,777,COLOR_GROUP,1,,0.58214,0.515,0.88466,,424717.47,19987.75,173298.03
777,777,LOAD_BALANCE,1,,0.58214,0.515,0.88466,,424717.47,20004.35,173441.98
777,777,OPTIMIZED,1,,0.62762,0.59476,0.94765,,424761.51,4407.94,84198.05
778,778,EDD,1,,0.58119,0.51476,0.8857,,424628.83,19694.87,172312.49
778,778,COLOR_GROUP,1,,0.58119,0.51476,0.8857,,424628.83,19693.01,172296.23
778,778,LOAD_BALANCE,1,,0.58119,0.51476,0.8857,,424628.83,19687.72,172249.93
778,778,OPTIMIZED,1,,0.62738,0.59429,0.94725,,424754.03,4554.71,86342.83
779,779,EDD,1,,0.57,0.50905,0.89307,,424675.36,21240.16,198628.69
779,779,COLOR_GROUP,1,,0.57,0.50905,0.89307,,424675.36,21203.96,198290.17
779,779,LOAD_BALANCE,1,,0.57,0.50905,0.89307,,424675.36,21227.55,198510.81
779,779,OPTIMIZED,1,,0.62333,0.58905,0.945,,424758.08,5253.65,95514.28
780,780,EDD,1,,0.5769,0.5119,0.88733,,424792.52,19672.95,174606.4
780,780,COLOR_GROUP,1,,0.5769,0.5119,0.88733,,424792.52,19667.48,174557.9
780,780,LOAD_BALANCE,1,,0.5769,0.5119,0.88733,,424792.52,19669.99,174580.2
780,780,OPTIMIZED,1,,0.62524,0.59095,0.94516,,424753.45,4907.68,89497.08
781,781,EDD,1,,0.57667,0.51405,0.89141,,424773.33,19043.96,175378.22
781,781,COLOR_GROUP,1,,0.57667,0.51405,0.89141,,424773.33,19016.55,175125.83
781,781,LOAD_BALANCE,1,,0.57667,0.51405,0.89141,,424773.33,19031.42,175262.75
781,781,OPTIMIZED,1,,0.62524,0.59381,0.94973,,424766.63,4178.45,83125.74
782,782,EDD,1,,0.55071,0.50333,0.91396,11347.01,424641.84,11282.8,131141.25
782,782,COLOR_GROUP,1,,0.56095,0.51238,0.91341,11229.94,424622.33,11688.48,134990.51
782,782,LOAD_BALANCE,1,,0.55071,0.50333,0.91396,11347.01,424641.84,11264.99,130934.26
782,782,OPTIMIZED,1,,0.60143,0.57714,0.95962,11307.86,424773.69,2351.97,58245.78
783,783,EDD,1,,0.57667,0.51524,0.89348,,424710.91,18265.2,171466.36
783,783,COLOR_GROUP,1,,0.57667,0.51524,0.89348,,424710.91,18224.61,171085.29
783,783,LOAD_BALANCE,1,,0.57929,0.51524,0.88944,,424656.46,19581.47,177106.78
783,783,OPTIMIZED,1,,0.6281,0.59548,0.94807,,424791.64,4340.66,83581.5
784,784,EDD,1,,0.56857,0.50595,0.88987,,424523.39,19742.55,179259.32
784,784,COLOR_GROUP,1,,0.56857,0.50595,0.88987,,424523.39,19697.77,178852.79
784,784,LOAD_BALANCE,1,,0.56857,0.50595,0.88987,,424523.39,19671.18,178611.35
784,784,OPTIMIZED,1,,0.62262,0.58619,0.94149,,424795.74,5327.01,91046.69
785,785,EDD,1,,0.57452,0.51381,0.89432,,424779.86,19369.79,183291.38
785,785,COLOR_GROUP,1,,0.57452,0.51381,0.89432,,424779.86,19364.42,183240.55
785,785,LOAD_BALANCE,1,,0.57452,0.51381,0.89432,,424779.86,19277.58,182418.82
785,785,OPTIMIZED,1,,0.62738,0.59429,0.94725,,424783.57,4330.97,82101.44
786,786,EDD,1,,0.57071,0.50833,0.8907,,424733.06,19937.13,182401.88
786,786,COLOR_GROUP,1,,0.57071,0.50833,0.8907,,424733.06,19793.48,181087.69
786,786,LOAD_BALANCE,1,,0.57071,0.50833,0.8907,,424733.06,19911.76,182169.82
786,786,OPTIMIZED,1,,0.61833,0.58095,0.93955,,424754.09,7345.25,121500.79
787,787,EDD,1,,0.57452,0.51571,0.89764,,424768.76,17512.61,171084.76
787,787,COLOR_GROUP,1,,0.57452,0.51571,0.89764,,424768.76,17454.68,170518.76
787,787,LOAD_BALANCE,1,,0.57452,0.51571,0.89764,,424768.76,17503.2,170992.84
787,787,OPTIMIZED,1,,0.62738,0.595,0.94839,,424749.75,4240.12,82152.32
788,788,EDD,1,,0.58143,0.51571,0.88698,,424682.81,19310.92,170859.7
788,788,COLOR_GROUP,1,,0.58143,0.51571,0.88698,,424682.81,19288.94,170665.19
788,788,LOAD_BALANCE,1,,0.58143,0.51571,0.88698,,424682.81,19277.36,170562.7
788,788,OPTIMIZED,1,,0.62786,0.59524,0.94805,,424747.75,4377.99,84268.24
789,789,EDD,1,,0.56738,0.51619,0.90978,,424701.39,14044.13,155661.21
789,789,COLOR_GROUP,1,,0.56738,0.51619,0.90978,,424701.39,14026.89,155470.08
789,789,LOAD_BALANCE,1,,0.56738,0.51619,0.90978,,424701.39,14032.16,155528.59
789,789,OPTIMIZED,1,,0.6219,0.58929,0.94755,,424740.75,3480.97,66367.16
790,790,EDD,1,,0.5769,0.51381,0.89063,,424717.76,19169.32,175272.65
790,790,COLOR_GROUP,1,,0.5769,0.51452,0.89187,,424717.76,19081.83,176470.53
790,790,LOAD_BALANCE,1,,0.5769,0.51381,0.89063,,424717.76,19156.53,175155.76
790,790,OPTIMIZED,1,,0.62762,0.59429,0.94689,,424756.39,4466.33,84094.7
791,791,EDD,1,,0.58024,0.51429,0.88634,,424689.66,19956.12,175570.59
791,791,COLOR_GROUP,1,,0.58024,0.51429,0.88634,,424689.66,19954.67,175557.89
791,791,LOAD_BALANCE,1,,0.58024,0.51429,0.88634,,424689.66,19951.69,175531.64
791,791,OPTIMIZED,1,,0.62881,0.595,0.94623,,424777.09,4255.27,79142.1
792,792,EDD,1,,0.57833,0.51571,0.89172,,424590.84,18492.28,170789.91
792,792,COLOR_GROUP,1,,0.57833,0.51571,0.89172,,424590.84,18405.34,169986.94
792,792,LOAD_BALANCE,1,,0.57833,0.51571,0.89172,,424590.84,18484.15,170714.82
792,792,OPTIMIZED,1,,0.6269,0.59429,0.94797,,424733.16,4322.65,83076.96
793,793,EDD,1,,0.58024,0.51452,0.88675,1069.36,424729.49,20156.72,177978.01
793,793,COLOR_GROUP,1,,0.58024,0.51452,0.88675,2083.64,424729.49,20148.76,177907.75
793,793,LOAD_BALANCE,1,,0.58024,0.51452,0.88675,555.71,424729.49,19922.06,175906.05
793,793,OPTIMIZED,1,,0.6281,0.59429,0.94617,,424770.21,4550.4,84534.84
794,794,EDD,1,,0.57881,0.51452,0.88893,,424692.16,19823.7,178486.76
794,794,COLOR_GROUP,1,,0.57881,0.51452,0.88893,,424692.16,19805.68,178324.49
794,794,LOAD_BALANCE,1,,0.57881,0.51452,0.88893,,424692.16,19790.64,178189.09
794,794,OPTIMIZED,1,,0.6269,0.59429,0.94797,,424759.82,4469.69,85902.91
795,795,EDD,1,,0.57405,0.50976,0.88801,,424605.15,20300.2,181273.28
795,795,COLOR_GROUP,1,,0.57405,0.50976,0.88801,,424605.15,20299.75,181269.22
795,795,LOAD_BALANCE,1,,0.57405,0.50976,0.88801,,424605.15,20297.61,181250.11
795,795,OPTIMIZED,1,,0.62476,0.58786,0.94093,,424766.43,5226.77,88484.21
796,796,EDD,1,,0.57881,0.51571,0.89099,,424682.15,19285.94,176921.23
796,796,COLOR_GROUP,1,,0.57881,0.51595,0.8914,,424682.15,19280.27,177539.15
796,796,LOAD_BALANCE,1,,0.57881,0.51571,0.89099,,424682.15,19283.67,176900.4
796,796,OPTIMIZED,1,,0.6281,0.59524,0.94769,,424763.1,4388.21,83884.77
797,797,EDD,1,,0.58,0.51452,0.88711,,424778.23,19699.1,174498.18
797,797,COLOR_GROUP,1,,0.58,0.51452,0.88711,,424778.23,19697.37,174482.87
797,797,LOAD_BALANCE,1,,0.58,0.51452,0.88711,,424778.23,19674.06,174276.36
797,797,OPTIMIZED,1,,0.62619,0.59333,0.94753,,424737.44,4491.04,85590.02
798,798,EDD,1,,0.57595,0.51524,0.89458,,424668.63,18367.78,174241.76
798,798,COLOR_GROUP,1,,0.57619,0.51571,0.89504,,424763.97,18336.42,174701.28
798,798,LOAD_BALANCE,1,,0.57595,0.51524,0.89458,,424668.63,18197.34,172624.93
798,798,OPTIMIZED,1,,0.62619,0.59357,0.94791,,424786.89,4328.53,83095.1
799,799,EDD,1,,0.57929,0.51476,0.88861,,424670.81,19980.9,179385.7
799,799,COLOR_GROUP,1,,0.57929,0.51476,0.88861,,424670.81,19996.0,179521.28
799,799,LOAD_BALANCE,1,,0.57929,0.51476,0.88861,,424670.81,19742.3,177243.62
799,799,OPTIMIZED,1,,0.62833,0.595,0.94695,,424775.91,4327.39,81571.29
800,800,EDD,1,,0.58,0.515,0.88793,,424751.19,19983.89,178317.78
800,800,COLOR_GROUP,1,,0.58,0.515,0.88793,,424751.19,19981.44,178295.89
800,800,LOAD_BALANCE,1,,0.58,0.515,0.88793,,424751.19,19982.58,178306.06
800,800,OPTIMIZED,1,,0.62738,0.59429,0.94725,,424783.93,4426.05,83903.91
801,801,EDD,1,,0.57333,0.51524,0.89867,,424690.2,17145.54,169206.82
801,801,COLOR_GROUP,1,,0.57381,0.51524,0.89793,,424759.83,17362.46,170095.68
801,801,LOAD_BALANCE,1,,0.57333,0.51524,0.89867,,424690.2,17142.27,169174.52
801,801,OPTIMIZED,1,,0.61786,0.59262,0.95915,,424795.76,3455.7,84599.51
802,802,EDD,1,,0.58024,0.51452,0.88675,,424778.66,19828.91,175083.53
802,802,COLOR_GROUP,1,,0.58024,0.51452,0.88675,,424778.66,19826.46,175061.89
802,802,LOAD_BALANCE,1,,0.58024,0.51452,0.88675,,424778.66,19813.31,174945.77
802,802,OPTIMIZED,1,,0.62667,0.59452,0.94871,,424772.01,4275.21,83350.74
803,803,EDD,1,,0.58048,0.51524,0.88761,,424753.79,19586.1,174273.38
803,803,COLOR_GROUP,1,,0.58048,0.51524,0.88761,,424753.79,19566.25,174096.82
803,803,LOAD_BALANCE,1,,0.58048,0.51524,0.88761,,424753.79,19584.22,174256.65
803,803,OPTIMIZED,1,,0.62857,0.59524,0.94697,,424775.33,4416.54,83283.25
804,804,EDD,1,,0.5719,0.51167,0.89467,,424614.66,16777.94,159290.95
804,804,COLOR_GROUP,1,,0.5719,0.51357,0.898,,424614.66,16338.33,160182.33
804,804,LOAD_BALANCE,1,,0.5719,0.51167,0.89467,,424614.66,16714.48,158688.43
804,804,OPTIMIZED,1,,0.62381,0.59595,0.95534,,424752.31,3213.69,71964.77
805,805,EDD,1,,0.56429,0.51452,0.91181,,424746.77,19565.95,221872.3
805,805,COLOR_GROUP,1,,0.56429,0.51452,0.91181,4773.91,424746.77,19131.39,216944.48
805,805,LOAD_BALANCE,1,,0.56429,0.51452,0.91181,,424746.77,19461.36,220686.2
805,805,OPTIMIZED,1,,0.62071,0.59143,0.95282,,424770.51,6125.82,129837.51
806,806,EDD,1,,0.58048,0.515,0.8872,,424771.5,20012.76,177422.23
806,806,COLOR_GROUP,1,,0.58048,0.515,0.8872,,424771.5,20003.57,177340.78
806,806,LOAD_BALANCE,1,,0.58048,0.515,0.8872,,424771.5,20011.74,177413.14
806,806,OPTIMIZED,1,,0.62857,0.59571,0.94773,,424775.5,4273.64,81756.58
807,807,EDD,1,,0.57905,0.51429,0.88816,,424796.98,19817.21,177189.16
807,807,COLOR_GROUP,1,,0.57905,0.51429,0.88816,,424796.98,19815.21,177171.28
807,807,LOAD_BALANCE,1,,0.57905,0.51429,0.88816,,424796.98,19801.92,177052.45
807,807,OPTIMIZED,1,,0.62881,0.59595,0.94775,,424748.27,4174.47,79889.71
808,808,EDD,1,,0.57929,0.51452,0.8882,,424712.8,19912.39,178113.38
808,808,COLOR_GROUP,1,,0.57929,0.51452,0.8882,,424712.8,19651.32,175778.19
808,808,LOAD_BALANCE,1,,0.57929,0.51452,0.8882,,424712.8,19889.67,177910.18
808,808,OPTIMIZED,1,,0.62857,0.59452,0.94583,,424786.16,4399.26,81217.14
809,809,EDD,1,,0.57952,0.51381,0.88661,,424794.52,20131.49,177536.39
809,809,COLOR_GROUP,1,,0.57952,0.51381,0.88661,,424794.52,19905.78,175545.94
809,809,LOAD_BALANCE,1,,0.57952,0.51381,0.88661,,424794.52,19908.33,175568.4
809,809,OPTIMIZED,1,,0.62786,0.59429,0.94653,,424784.68,4455.18,83321.27
810,810,EDD,1,,0.58071,0.515,0.88684,,424764.59,19719.81,174263.12
810,810,COLOR_GROUP,1,,0.58071,0.515,0.88684,,424764.59,19709.0,174167.54
810,810,LOAD_BALANCE,1,,0.58071,0.515,0.88684,,424764.59,19711.96,174193.77
810,810,OPTIMIZED,1,,0.62833,0.59452,0.94619,,424757.23,4461.06,82906.67
811,811,EDD,1,,0.57548,0.51381,0.89284,2090.48,424628.28,20863.17,194696.06
811,811,COLOR_GROUP,1,,0.57405,0.51381,0.89506,2009.11,424636.96,19490.91,185741.42
811,811,LOAD_BALANCE,1,,0.57548,0.51381,0.89284,2090.48,424628.28,20803.71,194141.16
811,811,OPTIMIZED,1,,0.62548,0.59286,0.94785,1911.79,424799.57,4696.56,90057.43
812,812,EDD,1,,0.57548,0.51452,0.89408,,424707.64,17745.32,167540.8
812,812,COLOR_GROUP,1,,0.58024,0.51452,0.88675,,424659.94,20094.64,177429.85
812,812,LOAD_BALANCE,1,,0.57548,0.51452,0.89408,,424707.64,17728.26,167379.69
812,812,OPTIMIZED,1,,0.6269,0.5931,0.94607,,424778.39,4302.53,79778.61
813,813,EDD,1,,0.56333,0.51048,0.90617,,424746.33,19663.65,209568.45
813,813,COLOR_GROUP,1,,0.56333,0.51048,0.90617,,424746.33,19661.32,209543.64
813,813,LOAD_BALANCE,1,,0.56333,0.51048,0.90617,,424746.33,19657.43,209502.18
813,813,OPTIMIZED,1,,0.62595,0.5931,0.94751,,424742.1,4773.29,90934.66
814,814,EDD,1,,0.57833,0.51381,0.88843,,424701.98,19059.02,170827.86
814,814,COLOR_GROUP,1,,0.57833,0.51381,0.88843,,424701.98,19041.6,170671.73
814,814,LOAD_BALANCE,1,,0.57833,0.51381,0.88843,,424701.98,19024.56,170519.0
814,814,OPTIMIZED,1,,0.62786,0.59548,0.94843,,424780.74,4180.36,81056.0
815,815,EDD,1,,0.58024,0.51595,0.88921,,424715.46,19019.56,171669.12
815,815,COLOR_GROUP,1,,0.58024,0.51595,0.88921,,424715.46,18956.99,171104.36
815,815,LOAD_BALANCE,1,,0.58024,0.51595,0.88921,,424715.46,18980.07,171312.69
815,815,OPTIMIZED,1,,0.62857,0.59429,0.94545,,424766.53,4238.02,77697.0
816,816,EDD,1,,0.58143,0.51571,0.88698,,424770.0,19394.92,171602.87
816,816,COLOR_GROUP,1,,0.58143,0.51571,0.88698,,424770.0,19313.47,170882.25
816,816,LOAD_BALANCE,1,,0.58143,0.51571,0.88698,,424770.0,19372.31,171402.87
816,816,OPTIMIZED,1,,0.62738,0.59452,0.94763,,424772.39,4416.41,84327.89
817,817,EDD,1,,0.57881,0.51429,0.88852,,424704.45,19819.5,177790.45
817,817,COLOR_GROUP,1,,0.57881,0.51429,0.88852,,424704.45,19816.99,177767.9
817,817,LOAD_BALANCE,1,,0.57881,0.51429,0.88852,,424704.45,19813.97,177740.8
817,817,OPTIMIZED,1,,0.62762,0.59476,0.94765,,424763.96,4224.09,80686.16
818,818,EDD,1,,0.58048,0.51476,0.88679,,424692.93,19813.64,175020.46
818,818,COLOR_GROUP,1,,0.58048,0.51476,0.88679,,424692.93,19813.08,175015.57
818,818,LOAD_BALANCE,1,,0.58048,0.51476,0.88679,,424692.93,19808.17,174972.13
818,818,OPTIMIZED,1,,0.62905,0.59571,0.94701,,424794.89,4321.37,81550.45
819,819,EDD,1,,0.57929,0.51429,0.88779,,424634.42,19844.5,176855.95
819,819,COLOR_GROUP,1,,0.57929,0.51429,0.88779,,424634.42,19471.91,173535.4
819,819,LOAD_BALANCE,1,,0.57929,0.51429,0.88779,,424634.42,19841.59,176829.99
819,819,OPTIMIZED,1,,0.62833,0.59548,0.94771,,424772.26,4320.59,82623.45
820,820,EDD,1,,0.56119,0.51548,0.91854,,424643.53,17041.18,209198.28
820,820,COLOR_GROUP,1,,0.56119,0.51548,0.91854,,424643.53,17007.56,208785.47
820,820,LOAD_BALANCE,1,,0.56119,0.51548,0.91854,,424643.53,17034.27,209113.4
820,820,OPTIMIZED,1,,0.62357,0.59,0.94616,,424773.12,4817.53,89483.01
821,821,EDD,1,,0.57405,0.51405,0.89548,,424642.98,17854.1,170818.42
821,821,COLOR_GROUP,1,,0.57405,0.51405,0.89548,,424642.98,17848.6,170765.74
821,821,LOAD_BALANCE,1,,0.57405,0.51405,0.89548,,424642.98,17850.68,170785.7
821,821,OPTIMIZED,1,,0.6219,0.59357,0.95444,,424795.12,3807.89,83581.48
